ཨཱོ་	o:_⁵⁵ 
གཏེམས་	_t_em_⁵¹ 
གཏེལ་	_t_e:_⁵⁵ 
གཏེས་	_t_e?_⁵¹ 
གཏོངས་	_t_oŋ_⁵¹ 
གཏོབ་	_t_op_⁵¹ 
གཏོབས་	_t_op_⁵¹ 
གདཨང་	_t_aŋ_¹³ 
གདད་	_t_ɛ?_¹³² 
གདབས་	_t_əp_¹³² 
གདི་	_t_i_¹³ 
གདིག་	_t_i?_¹³² 
གདིགས་	_t_i?_¹³² 
གདིངས་	_t_iŋ_¹³² 
གདིད་	_t_i?_¹³² 
གདིན་	_t_in_¹³ 
གདིབ་	_t_ip_¹³² 
གདིབས་	_t_ip_¹³² 
གདིམ་	_t_im_¹³ 
གདིམས་	_t_im_¹³² 
གདིར་	_t_ir_¹³ 
གདིལ་	_t_i:_¹³ 
གདིས་	_t_i?_¹³² 
གདུན་	_t_yn_¹³ 
གདུབས་	_t_up_¹³² 
གདུམས་	_t_um_¹³² 
གདུར་	_t_ur_¹³ 
གདེ་	_t_e_¹³ 
གདེད་	_t_e?_¹³² 
གདེན་	_t_en_¹³ 
གདེབ་	_t_ep_¹³² 
གདེབས་	_t_ep_¹³² 
གདེམ་	_t_em_¹³ 
གདེམས་	_t_em_¹³² 
གདེར་	_t_er_¹³ 
གདེལ་	_t_e:_¹³ 
གདེས་	_t_e?_¹³² 
གདོ་	_t_o_¹³ 
གདོག་	_t_o?_¹³² 
གདོགས་	_t_o?_¹³² 
གདོབ་	_t_op_¹³² 
གདོབས་	_t_op_¹³² 
གདོམ་	_t_om_¹³ 
གདོར་	_t_or_¹³ 
གནགས་	_n_a?_¹³² 
གནབ་	_n_ap_¹³² 
གནབས་	_n_əp_¹³² 
གནམས་	_n_am_¹³² 
གནར་	_n_ar_¹³ 
གནལ་	_n_ɛ:_¹³ 
གནི་	_n_i_¹³ 
གནིག་	_n_i?_¹³² 
གནིགས་	_n_i?_¹³² 
གནིང་	_n_iŋ_¹³ 
གནིངས་	_n_iŋ_¹³² 
གནིད་	_n_i?_¹³² 
གནིན་	_n_in_¹³ 
གནིབ་	_n_ip_¹³² 
གནིབས་	_n_ip_¹³² 
གནིམ་	_n_im_¹³ 
གནིམས་	_n_im_¹³² 
གནིར་	_n_ir_¹³ 
གནིལ་	_n_i:_¹³ 
གནིས་	_n_i?_¹³² 
གནུ་	_n_u_¹³ 
གནུག་	_n_u?_¹³² 
གནུགས་	_n_u?_¹³² 
གནུང་	_n_uŋ_¹³ 
གནུངས་	_n_up_¹³² 
གནུད་	_n_y?_¹³² 
གནུན་	_n_yn_¹³ 
གནུམ་	_n_um_¹³ 
གནུམས་	_n_um_¹³² 
གནུལ་	_n_y:_¹³ 
གནུས་	_n_y?_¹³² 
གནེ་	_n_e_¹³ 
གནེག་	_n_e?_¹³² 
གནེགས་	_n_e?_¹³² 
གནེང་	_n_eŋ_¹³ 
གནེངས་	_n_eŋ_¹³² 
གནེད་	_n_e?_¹³² 
གནེན་	_n_en_¹³ 
གནེབ་	_n_ep_¹³² 
གནེབས་	_n_ep_¹³² 
གནེམ་	_n_em_¹³ 
གནེམས་	_n_em_¹³² 
གནེར་	_n_er_¹³ 
གནེལ་	_n_e:_¹³ 
གནེས་	_n_e?_¹³² 
གནོ་	_n_o_¹³ 
གནོགས་	_n_o?_¹³² 
གནོབ་	_n_op_¹³² 
གནོབས་	_n_op_¹³² 
གནོམ་	_n_om_¹³ 
གནོམས་	_n_om_¹³² 
གནོར་	_n_or_¹³ 
གནོལ་	_n_ø:_¹³ 
གབས་	_kh_əp_¹³² 
གམས་	_kh_am_¹³² 
གཙང་	_ts_aŋ_⁵⁵ 
གཙངས་	_ts_aŋ_⁵¹ 
གཙད་	_ts_ɛ?_⁵¹ 
གཙན་	_ts_an_⁵⁵ 
གཙམ་	_ts_am_⁵⁵ 
གཙམས་	_ts_am_⁵¹ 
གཙར་	_ts_ar_⁵⁵ 
གཙལ་	_ts_ɛ:_⁵⁵ 
གཙས་	_ts_ɛ?_⁵¹ 
གཙིང་	_ts_iŋ_⁵⁵ 
གཙིངས་	_ts_iŋ_⁵¹ 
གཙིད་	_ts_i?_⁵¹ 
གཙིན་	_ts_in_⁵⁵ 
གཙིབ་	_ts_ip_⁵¹ 
གཙིབས་	_ts_ip_⁵¹ 
གཙིམ་	_ts_im_⁵⁵ 
གཙིམས་	_ts_im_⁵¹ 
གཙིལ་	_ts_i:_⁵⁵ 
གཙུ་	_ts_u_⁵⁵ 
གཙུགས་	_ts_u?_⁵¹ 
གཙུང་	_ts_uŋ_⁵⁵ 
གཙུངས་	_ts_up_⁵¹ 
གཙུད་	_ts_y?_⁵¹ 
གཙུན་	_ts_yn_⁵⁵ 
གཙུམ་	_ts_um_⁵⁵ 
གཙུམས་	_ts_um_⁵¹ 
གཙུར་	_ts_ur_⁵⁵ 
གཙུལ་	_ts_y:_⁵⁵ 
གཙུས་	_ts_y?_⁵¹ 
གཙེག་	_ts_e?_⁵¹ 
གཙེང་	_ts_eŋ_⁵⁵ 
གཙེངས་	_ts_eŋ_⁵¹ 
གཙེན་	_ts_en_⁵⁵ 
གཙེབ་	_ts_ep_⁵¹ 
གཙེབས་	_ts_ep_⁵¹ 
གཙེམ་	_ts_em_⁵⁵ 
གཙེམས་	_ts_em_⁵¹ 
གཙེལ་	_ts_e:_⁵⁵ 
གཙོང་	_ts_oŋ_⁵⁵ 
གཙོངས་	_ts_oŋ_⁵¹ 
གཙོན་	_ts_on_⁵⁵ 
གཙོབ་	_ts_op_⁵¹ 
གཙོབས་	_ts_op_⁵¹ 
གཙོམ་	_ts_om_⁵⁵ 
གཙོམས་	_ts_om_⁵¹ 
གཙོལ་	_ts_ø:_⁵⁵ 
གཞངས་	_ɕ_aŋ_¹³² 
གཞམ་	_ɕ_am_¹³ 
གཞིང་	_ɕ_iŋ_¹³ 
གཞིངས་	_ɕ_iŋ_¹³² 
གཞིད་	_ɕ_i?_¹³² 
གཞིན་	_ɕ_in_¹³ 
གཞིམ་	_ɕ_im_¹³ 
གཞིམས་	_ɕ_im_¹³² 
གཞུགས་	_ɕ_u?_¹³² 
གཞུད་	_ɕ_y?_¹³² 
གཞུབ་	_ɕ_up_¹³² 
གཞུབས་	_ɕ_up_¹³² 
གཞུམས་	_ɕ_um_¹³² 
གཞུལ་	_ɕ_y:_¹³ 
གཞེག་	_ɕ_e?_¹³² 
གཞེགས་	_ɕ_e?_¹³² 
གཞེང་	_ɕ_eŋ_¹³ 
གཞེངས་	_ɕ_eŋ_¹³² 
གཞེད་	_ɕ_e?_¹³² 
གཞེབ་	_ɕ_ep_¹³² 
གཞེབས་	_ɕ_ep_¹³² 
གཞེམ་	_ɕ_em_¹³ 
གཞེམས་	_ɕ_em_¹³² 
གཞེལ་	_ɕ_e:_¹³ 
གཞོ་	_ɕ_o_¹³ 
གཞོད་	_ɕ_ø?_¹³² 
གཞོམས་	_ɕ_om_¹³² 
གཟམ་	_s_am_¹³ 
གཟམས་	_s_am_¹³² 
གཟིད་	_s_i?_¹³² 
གཟིན་	_s_in_¹³ 
གཟིབ་	_s_ip_¹³² 
གཟིབས་	_s_ip_¹³² 
གཟིམས་	_s_im_¹³² 
གཟིས་	_s_i?_¹³² 
གཟུན་	_s_yn_¹³ 
གཟུབ་	_s_up_¹³² 
གཟུབས་	_s_up_¹³² 
གཟུམས་	_s_um_¹³² 
གཟུལ་	_s_y:_¹³ 
གཟེབས་	_s_ep_¹³² 
གཟེམས་	_s_em_¹³² 
གཟེལ་	_s_e:_¹³ 
གཟོག་	_s_o?_¹³² 
གཟོངས་	_s_oŋ_¹³² 
གཟོམ་	_s_om_¹³ 
གཟོམས་	_s_om_¹³² 
གཟོར་	_s_or_¹³ 
གཡགས་	_j_a?_¹³² 
གཡད་	_j_ɛ?_¹³² 
གཡིང་	_j_iŋ_¹³ 
གཡིངས་	_j_iŋ_¹³² 
གཡིད་	_j_i?_¹³² 
གཡིན་	_j_in_¹³ 
གཡིབ་	_j_ip_¹³² 
གཡིབས་	_j_ip_¹³² 
གཡིམ་	_j_im_¹³ 
གཡིམས་	_j_im_¹³² 
གཡིར་	_j_ir_¹³ 
གཡིལ་	_j_i:_¹³ 
གཡུངས་	_j_up_¹³² 
གཡུད་	_j_y?_¹³² 
གཡུན་	_j_yn_¹³ 
གཡུབས་	_j_up_¹³² 
གཡུམ་	_j_um_¹³ 
གཡུམས་	_j_um_¹³² 
གཡུའི་	_j_y:_¹³ 
གཡུས་	_j_y?_¹³² 
གཡེག་	_j_e?_¹³² 
གཡེད་	_j_e?_¹³² 
གཡེབ་	_j_ep_¹³² 
གཡེབས་	_j_ep_¹³² 
གཡེམས་	_j_em_¹³² 
གཡེས་	_j_e?_¹³² 
གཡོང་	_j_oŋ_¹³ 
གཡོངས་	_j_oŋ_¹³² 
གཡོམས་	_j_om_¹³² 
གཤ་	_ɕ_a_⁵⁵ 
གཤངས་	_ɕ_aŋ_⁵¹ 
གཤབ་	_ɕ_ap_⁵¹ 
གཤབས་	_ɕ_əp_⁵¹ 
གཤམས་	_ɕ_am_⁵¹ 
གཤི་	_ɕ_i_⁵⁵ 
གཤིགས་	_ɕ_i?_⁵¹ 
གཤིང་	_ɕ_iŋ_⁵⁵ 
གཤིངས་	_ɕ_iŋ_⁵¹ 
གཤིད་	_ɕ_i?_⁵¹ 
གཤིམས་	_ɕ_im_⁵¹ 
གཤིར་	_ɕ_ir_⁵⁵ 
གཤིལ་	_ɕ_i:_⁵⁵ 
གཤུག་	_ɕ_u?_⁵¹ 
གཤུགས་	_ɕ_u?_⁵¹ 
གཤུངས་	_ɕ_up_⁵¹ 
གཤུན་	_ɕ_yn_⁵⁵ 
གཤུབ་	_ɕ_up_⁵¹ 
གཤུབས་	_ɕ_up_⁵¹ 
གཤུམས་	_ɕ_um_⁵¹ 
གཤུལ་	_ɕ_y:_⁵⁵ 
གཤུས་	_ɕ_y?_⁵¹ 
གཤེང་	_ɕ_eŋ_⁵⁵ 
གཤེངས་	_ɕ_eŋ_⁵¹ 
གཤེབ་	_ɕ_ep_⁵¹ 
གཤེབས་	_ɕ_ep_⁵¹ 
གཤེམ་	_ɕ_em_⁵⁵ 
གཤེམས་	_ɕ_em_⁵¹ 
གཤེལ་	_ɕ_e:_⁵⁵ 
གཤོན་	_ɕ_on_⁵⁵ 
གཤོབས་	_ɕ_op_⁵¹ 
གསབས་	_s_əp_⁵¹ 
གསམ་	_s_am_⁵⁵ 
གསམས་	_s_am_⁵¹ 
གསི་	_s_i_⁵⁵ 
གསིད་	_s_i?_⁵¹ 
གསིན་	_s_in_⁵⁵ 
གསིབ་	_s_ip_⁵¹ 
གསིབས་	_s_ip_⁵¹ 
གསིམ་	_s_im_⁵⁵ 
གསིམས་	_s_im_⁵¹ 
གསིལ་	_s_i:_⁵⁵ 
གསིས་	_s_i?_⁵¹ 
གསུགས་	_s_u?_⁵¹ 
གསུན་	_s_yn_⁵⁵ 
གསུམས་	_s_um_⁵¹ 
གསུལ་	_s_y:_⁵⁵ 
གསེངས་	_s_eŋ_⁵¹ 
གསེབས་	_s_ep_⁵¹ 
གསེམ་	_s_em_⁵⁵ 
གསེམས་	_s_em_⁵¹ 
གསེལ་	_s_e:_⁵⁵ 
གསོབས་	_s_op_⁵¹ 
གསོམས་	_s_om_⁵¹ 
གིག་	_kh_i?_¹³² 
གིགས་	_kh_i?_¹³² 
གིངས་	_kh_iŋ_¹³² 
གིད་	_kh_i?_¹³² 
གིབ་	_kh_ip_¹³² 
གིབས་	_kh_ip_¹³² 
གིམས་	_kh_im_¹³² 
གིལ་	_kh_i:_¹³ 
གུགས་	_kh_u?_¹³² 
གུངས་	_kh_up_¹³² 
གུབ་	_kh_up_¹³² 
གུབས་	_kh_up_¹³² 
གུམས་	_kh_um_¹³² 
གེགས་	_kh_e?_¹³² 
གེང་	_kh_eŋ_¹³ 
གེངས་	_kh_eŋ_¹³² 
གེད་	_kh_e?_¹³² 
གེབ་	_kh_ep_¹³² 
གེབས་	_kh_ep_¹³² 
གེམ་	_kh_em_¹³ 
གེམས་	_kh_em_¹³² 
གོགས་	_kh_o?_¹³² 
གོངས་	_kh_oŋ_¹³² 
གོབས་	_kh_op_¹³² 
གོའོ་	_kh_o_¹³ 
གྭ་	_kh_a_¹³ 
གྭག་	_kh_a?_¹³² 
གྭགས་	_kh_a?_¹³² 
གྭང་	_kh_aŋ_¹³ 
གྭངས་	_kh_aŋ_¹³² 
གྭད་	_kh_ɛ?_¹³² 
གྭན་	_kh_an_¹³ 
གྭབ་	_kh_ap_¹³² 
གྭབས་	_kh_əp_¹³² 
གྭམ་	_kh_am_¹³ 
གྭམས་	_kh_am_¹³² 
གྭར་	_kh_ar_¹³ 
གྭལ་	_kh_ɛ:_¹³ 
གྭས་	_kh_ɛ?_¹³² 
གྱབ་	_ch_ap_¹³² 
གྱའ་	_ch_a_¹³ 
གྱས་	_ch_ɛ?_¹³² 
གྱིད་	_ch_i?_¹³² 
གྱིབ་	_ch_ip_¹³² 
གྱིབས་	_ch_ip_¹³² 
གྱིམས་	_ch_im_¹³² 
གྱིར་	_ch_ir_¹³ 
གྱུགས་	_ch_u?_¹³² 
གྱུངས་	_ch_up_¹³² 
གྱུད་	_ch_y?_¹³² 
གྱུན་	_ch_yn_¹³ 
གྱུབ་	_ch_up_¹³² 
གྱུབས་	_ch_up_¹³² 
གྱུམ་	_ch_um_¹³ 
གྱུམས་	_ch_um_¹³² 
གྱུལ་	_ch_y:_¹³ 
གྱུས་	_ch_y?_¹³² 
གྱེག་	_ch_e?_¹³² 
གྱེགས་	_ch_e?_¹³² 
གྱེངས་	_ch_eŋ_¹³² 
གྱེབ་	_ch_ep_¹³² 
གྱེབས་	_ch_ep_¹³² 
གྱེམ་	_ch_em_¹³ 
གྱེམས་	_ch_em_¹³² 
གྱེལ་	_ch_e:_¹³ 
གྱོངས་	_ch_oŋ_¹³² 
གྱོབ་	_ch_op_¹³² 
གྱོབས་	_ch_op_¹³² 
གྱོམ་	_ch_om_¹³ 
གྱོམས་	_ch_om_¹³² 
གྱོར་	_ch_or_¹³ 
གྲད་	_tʂh_ɛ?_¹³² 
གྲན་	_tʂh_an_¹³ 
གྲའི་	_tʂh_ɛ:_¹³ 
གྲར་	_tʂh_ar_¹³ 
གྲིག་	_tʂh_i?_¹³² 
གྲིགས་	_tʂh_i?_¹³² 
གྲིང་	_tʂh_iŋ_¹³ 
གྲིངས་	_tʂh_iŋ_¹³² 
གྲིད་	_tʂh_i?_¹³² 
གྲིབས་	_tʂh_ip_¹³² 
གྲུད་	_tʂh_y?_¹³² 
གྲེག་	_tʂh_e?_¹³² 
གྲེགས་	_tʂh_e?_¹³² 
གྲེང་	_tʂh_eŋ_¹³ 
གྲེངས་	_tʂh_eŋ_¹³² 
གྲེད་	_tʂh_e?_¹³² 
གྲེན་	_tʂh_en_¹³ 
གྲེབ་	_tʂh_ep_¹³² 
གྲེབས་	_tʂh_ep_¹³² 
གྲེམ་	_tʂh_em_¹³ 
གྲེར་	_tʂh_er_¹³ 
གྲེལ་	_tʂh_e:_¹³ 
གྲོབ་	_tʂh_op_¹³² 
གྲོབས་	_tʂh_op_¹³² 
གྲོམ་	_tʂh_om_¹³ 
གྲོམས་	_tʂh_om_¹³² 
གྲོར་	_tʂh_or_¹³ 
གྲྭ་	_tʂh_a_¹³ 
གྲྭག་	_tʂh_a?_¹³² 
གྲྭགས་	_tʂh_a?_¹³² 
གྲྭང་	_tʂh_aŋ_¹³ 
གྲྭངས་	_tʂh_aŋ_¹³² 
གྲྭད་	_tʂh_ɛ?_¹³² 
གྲྭན་	_tʂh_an_¹³ 
གྲྭབ་	_tʂh_ap_¹³² 
གྲྭབས་	_tʂh_əp_¹³² 
གྲྭམ་	_tʂh_am_¹³ 
གྲྭམས་	_tʂh_am_¹³² 
གྲྭའི་	_tʂh_ɛ:_¹³ 
གྲྭར་	_tʂh_ar_¹³ 
གྲྭལ་	_tʂh_ɛ:_¹³ 
གྲྭས་	_tʂh_ɛ?_¹³² 
གླངས་	_l_aŋ_⁵¹ 
གླད་	_l_ɛ?_⁵¹ 
གླབ་	_l_ap_⁵¹ 
གླབས་	_l_əp_⁵¹ 
གླམས་	_l_am_⁵¹ 
གླར་	_l_ar_⁵⁵ 
གླི་	_l_i_⁵⁵ 
གླིག་	_l_i?_⁵¹ 
གླིགས་	_l_i?_⁵¹ 
གླིད་	_l_i?_⁵¹ 
གླིན་	_l_in_⁵⁵ 
གླིབ་	_l_ip_⁵¹ 
གླིབས་	_l_ip_⁵¹ 
གླིམ་	_l_im_⁵⁵ 
གླིམས་	_l_im_⁵¹ 
གླིར་	_l_ir_⁵⁵ 
གླིལ་	_l_i:_⁵⁵ 
གླིས་	_l_i?_⁵¹ 
གླུག་	_l_u?_⁵¹ 
གླུགས་	_l_u?_⁵¹ 
གླུང་	_l_uŋ_⁵⁵ 
གླུངས་	_l_up_⁵¹ 
གླུན་	_l_yn_⁵⁵ 
གླུབ་	_l_up_⁵¹ 
གླུབས་	_l_up_⁵¹ 
གླུམས་	_l_um_⁵¹ 
གླུའི་	_l_y:_⁵⁵ 
གླུལ་	_l_y:_⁵⁵ 
གླུས་	_l_y?_⁵¹ 
གླེད་	_l_e?_⁵¹ 
གླེམས་	_l_em_⁵¹ 
གླེར་	_l_er_⁵⁵ 
གླེལ་	_l_e:_⁵⁵ 
གླེས་	_l_e?_⁵¹ 
གློགས་	_l_o?_⁵¹ 
གློབ་	_l_op_⁵¹ 
གློབས་	_l_op_⁵¹ 
གློམ་	_l_om_⁵⁵ 
གློམས་	_l_om_⁵¹ 
གློལ་	_l_ø:_⁵⁵ 
ངིག་	_ŋ_i?_¹³² 
ངིགས་	_ŋ_i?_¹³² 
ངིང་	_ŋ_iŋ_¹³ 
ངིངས་	_ŋ_iŋ_¹³² 
ངིད་	_ŋ_i?_¹³² 
ངིན་	_ŋ_in_¹³ 
ངིབ་	_ŋ_ip_¹³² 
ངིབས་	_ŋ_ip_¹³² 
ངིམ་	_ŋ_im_¹³ 
ངིམས་	_ŋ_im_¹³² 
ངིལ་	_ŋ_i:_¹³ 
ངིས་	_ŋ_i?_¹³² 
ངུག་	_ŋ_u?_¹³² 
ངུགས་	_ŋ_u?_¹³² 
ངུང་	_ŋ_uŋ_¹³ 
ངུངས་	_ŋ_up_¹³² 
ངུན་	_ŋ_yn_¹³ 
ངུབ་	_ŋ_up_¹³² 
ངུབས་	_ŋ_up_¹³² 
ངུམ་	_ŋ_um_¹³ 
ངུམས་	_ŋ_um_¹³² 
ངུལ་	_ŋ_y:_¹³ 
ངེག་	_ŋ_e?_¹³² 
ངེགས་	_ŋ_e?_¹³² 
ངེང་	_ŋ_eŋ_¹³ 
ངེངས་	_ŋ_eŋ_¹³² 
ངེན་	_ŋ_en_¹³ 
ངེབ་	_ŋ_ep_¹³² 
ངེབས་	_ŋ_ep_¹³² 
ངེམ་	_ŋ_em_¹³ 
ངེམས་	_ŋ_em_¹³² 
ངེལ་	_ŋ_e:_¹³ 
ངོང་	_ŋ_oŋ_¹³ 
ངོངས་	_ŋ_oŋ_¹³² 
ངོད་	_ŋ_ø?_¹³² 
ངོབ་	_ŋ_op_¹³² 
ངོབས་	_ŋ_op_¹³² 
ངོལ་	_ŋ_ø:_¹³ 
ཅམས་	_tɕ_am_⁵¹ 
ཅའ་	_tɕ_a_⁵⁵ 
ཅའོ་	_tɕ_ø_⁵⁵ 
ཅིགས་	_tɕ_i?_⁵¹ 
ཅིངས་	_tɕ_iŋ_⁵¹ 
ཅིད་	_tɕ_i?_⁵¹ 
ཅིབ་	_tɕ_ip_⁵¹ 
ཅིབས་	_tɕ_ip_⁵¹ 
ཅིམས་	_tɕ_im_⁵¹ 
ཅུགས་	_tɕ_u?_⁵¹ 
ཅུངས་	_tɕ_up_⁵¹ 
ཅུབ་	_tɕ_up_⁵¹ 
ཅུབས་	_tɕ_up_⁵¹ 
ཅུམ་	_tɕ_um_⁵⁵ 
ཅུམས་	_tɕ_um_⁵¹ 
ཅུའི་	_tɕ_y:_⁵⁵ 
ཅུལ་	_tɕ_y:_⁵⁵ 
ཅེག་	_tɕ_e?_⁵¹ 
ཅེགས་	_tɕ_e?_⁵¹ 
ཅེང་	_tɕ_eŋ_⁵⁵ 
ཅེངས་	_tɕ_eŋ_⁵¹ 
ཅེད་	_tɕ_e?_⁵¹ 
ཅེབ་	_tɕ_ep_⁵¹ 
ཅེབས་	_tɕ_ep_⁵¹ 
ཅེམས་	_tɕ_em_⁵¹ 
ཅེལ་	_tɕ_e:_⁵⁵ 
ཅོགས་	_tɕ_o?_⁵¹ 
ཅོངས་	_tɕ_oŋ_⁵¹ 
ཅོབས་	_tɕ_op_⁵¹ 
ཅོམས་	_tɕ_om_⁵¹ 
ཅོར་	_tɕ_or_⁵⁵ 
ཆིགས་	_tɕh_i?_⁵¹ 
ཆིད་	_tɕh_i?_⁵¹ 
ཆིམས་	_tɕh_im_⁵¹ 
ཆིའི་	_tɕh_i:_⁵⁵ 
ཆུབས་	_tɕh_up_⁵¹ 
ཆུལ་	_tɕh_y:_⁵⁵ 
ཆེག་	_tɕh_e?_⁵¹ 
ཆེགས་	_tɕh_e?_⁵¹ 
ཆེང་	_tɕh_eŋ_⁵⁵ 
ཆེངས་	_tɕh_eŋ_⁵¹ 
ཆེབ་	_tɕh_ep_⁵¹ 
ཆེབས་	_tɕh_ep_⁵¹ 
ཆེའོ་	_tɕh_ø_⁵⁵ 
ཆེལ་	_tɕh_e:_⁵⁵ 
ཇབས་	_tɕh_əp_¹³² 
ཇའི་	_tɕh_ɛ:_¹³ 
ཇའོ་	_tɕh_ø_¹³ 
ཇར་	_tɕh_ar_¹³ 
ཇལ་	_tɕh_ɛ:_¹³ 
ཇས་	_tɕh_ɛ?_¹³² 
ཇིག་	_tɕh_i?_¹³² 
ཇིགས་	_tɕh_i?_¹³² 
ཇིངས་	_tɕh_iŋ_¹³² 
ཇིད་	_tɕh_i?_¹³² 
ཇིབ་	_tɕh_ip_¹³² 
ཇིམ་	_tɕh_im_¹³ 
ཇིམས་	_tɕh_im_¹³² 
ཇིར་	_tɕh_ir_¹³ 
ཇིལ་	_tɕh_i:_¹³ 
ཇུག་	_tɕh_u?_¹³² 
ཇུགས་	_tɕh_u?_¹³² 
ཇུང་	_tɕh_uŋ_¹³ 
ཇུངས་	_tɕh_up_¹³² 
ཇུད་	_tɕh_y?_¹³² 
ཇུབ་	_tɕh_up_¹³² 
ཇུབས་	_tɕh_up_¹³² 
ཇུམ་	_tɕh_um_¹³ 
ཇུམས་	_tɕh_um_¹³² 
ཇུར་	_tɕh_ur_¹³ 
ཇུལ་	_tɕh_y:_¹³ 
ཇེག་	_tɕh_e?_¹³² 
ཇེགས་	_tɕh_e?_¹³² 
ཇེངས་	_tɕh_eŋ_¹³² 
ཇེད་	_tɕh_e?_¹³² 
ཇེན་	_tɕh_en_¹³ 
ཇེབ་	_tɕh_ep_¹³² 
ཇེབས་	_tɕh_ep_¹³² 
ཇེམས་	_tɕh_em_¹³² 
ཇེར་	_tɕh_er_¹³ 
ཇེལ་	_tɕh_e:_¹³ 
ཇེས་	_tɕh_e?_¹³² 
ཇོག་	_tɕh_o?_¹³² 
ཇོགས་	_tɕh_o?_¹³² 
ཇོང་	_tɕh_oŋ_¹³ 
ཇོངས་	_tɕh_oŋ_¹³² 
ཇོད་	_tɕh_ø?_¹³² 
ཇོན་	_tɕh_on_¹³ 
ཇོབས་	_tɕh_op_¹³² 
ཇོམ་	_tɕh_om_¹³ 
ཇོམས་	_tɕh_om_¹³² 
ཇོར་	_tɕh_or_¹³ 
ཇོལ་	_tɕh_ø:_¹³ 
ཇོས་	_tɕh_ø?_¹³² 
ཉིངས་	_ȵ_iŋ_¹³² 
ཉིབ་	_ȵ_ip_¹³² 
ཉིབས་	_ȵ_ip_¹³² 
ཉིམ་	_ȵ_im_¹³ 
ཉིམས་	_ȵ_im_¹³² 
ཉིར་	_ȵ_ir_¹³ 
ཉུ་	_ȵ_u_¹³ 
ཉུད་	_ȵ_y?_¹³² 
ཉུན་	_ȵ_yn_¹³ 
ཉུབ་	_ȵ_up_¹³² 
ཉུབས་	_ȵ_up_¹³² 
ཉུམ་	_ȵ_um_¹³ 
ཉུམས་	_ȵ_um_¹³² 
ཉུར་	_ȵ_ur_¹³ 
ཉུས་	_ȵ_y?_¹³² 
ཉེགས་	_ȵ_e?_¹³² 
ཉེངས་	_ȵ_eŋ_¹³² 
ཉེབ་	_ȵ_ep_¹³² 
ཉེབས་	_ȵ_ep_¹³² 
ཉེམ་	_ȵ_em_¹³ 
ཉེམས་	_ȵ_em_¹³² 
ཉོགས་	_ȵ_o?_¹³² 
ཉོངས་	_ȵ_oŋ_¹³² 
ཉོམ་	_ȵ_om_¹³ 
ཉོམས་	_ȵ_om_¹³² 
ཉྭག་	_ȵ_a?_¹³² 
ཉྭགས་	_ȵ_a?_¹³² 
ཉྭང་	_ȵ_aŋ_¹³ 
ཉྭངས་	_ȵ_aŋ_¹³² 
ཉྭད་	_ȵ_ɛ?_¹³² 
ཉྭན་	_ȵ_an_¹³ 
ཉྭབ་	_ȵ_ap_¹³² 
ཉྭབས་	_ȵ_əp_¹³² 
ཉྭམ་	_ȵ_am_¹³ 
ཉྭམས་	_ȵ_am_¹³² 
ཉྭར་	_ȵ_ar_¹³ 
ཉྭལ་	_ȵ_ɛ:_¹³ 
ཉྭས་	_ȵ_ɛ?_¹³² 
ཏའེ་	_t_ɛ:_⁵⁵ 
ཏིགས་	_t_i?_⁵¹ 
ཏིད་	_t_i?_⁵¹ 
ཏིབས་	_t_ip_⁵¹ 
ཏིམས་	_t_im_⁵¹ 
ཏིའུ་	_t_iu_⁵⁵ 
ཏུགས་	_t_u?_⁵¹ 
ཏུངས་	_t_up_⁵¹ 
ཏུད་	_t_y?_⁵¹ 
ཏུན་	_t_yn_⁵⁵ 
ཏུབས་	_t_up_⁵¹ 
ཏུམས་	_t_um_⁵¹ 
ཏུས་	_t_y?_⁵¹ 
ཏེགས་	_t_e?_⁵¹ 
ཏེངས་	_t_eŋ_⁵¹ 
ཏེད་	_t_e?_⁵¹ 
ཏེབས་	_t_ep_⁵¹ 
ཏེམ་	_t_em_⁵⁵ 
ཏེམས་	_t_em_⁵¹ 
ཏེས་	_t_e?_⁵¹ 
ཏོགས་	_t_o?_⁵¹ 
ཏོངས་	_t_oŋ_⁵¹ 
ཏོད་	_t_ø?_⁵¹ 
ཏོབས་	_t_op_⁵¹ 
ཏོམས་	_t_om_⁵¹ 
ཏྲག་	_tʂ_a?_⁵¹ 
ཏྲགས་	_tʂ_a?_⁵¹ 
ཏྲང་	_tʂ_aŋ_⁵⁵ 
ཏྲངས་	_tʂ_aŋ_⁵¹ 
ཏྲད་	_tʂ_ɛ?_⁵¹ 
ཏྲན་	_tʂ_an_⁵⁵ 
ཏྲབ་	_tʂ_ap_⁵¹ 
ཏྲབས་	_tʂ_əp_⁵¹ 
ཏྲམ་	_tʂ_am_⁵⁵ 
ཏྲམས་	_tʂ_am_⁵¹ 
ཏྲའི་	_tʂ_ɛ:_⁵⁵ 
ཏྲར་	_tʂ_ar_⁵⁵ 
ཏྲལ་	_tʂ_ɛ:_⁵⁵ 
ཏྲས་	_tʂ_ɛ?_⁵¹ 
ཏྲི་	_tʂ_i_⁵⁵ 
ཏྲིག་	_tʂ_i?_⁵¹ 
ཏྲིགས་	_tʂ_i?_⁵¹ 
ཏྲིང་	_tʂ_iŋ_⁵⁵ 
ཏྲིངས་	_tʂ_iŋ_⁵¹ 
ཏྲིད་	_tʂ_i?_⁵¹ 
ཏྲིན་	_tʂ_in_⁵⁵ 
ཏྲིབ་	_tʂ_ip_⁵¹ 
